name
"Antz,Shrek,Madagascar,Spirit: Stallion of the Cimarron,Over the Hedge,Shark Tale,Flushed Away,Barnyard,The Road to El Dorado,The Curse of the Were-Rabbit,Valiant,Kung Fu Panda,Aladdin,Turbo,Chicken Run,Penguins of Madagascar,The Lion of Judah,Frozen,Shrek 2,Sinbad: Legend of the Seven Seas,Ice Age: The Meltdown,The Croods,Rio,Shrek Forever After,The Princess and the Frog"
"Couples Retreat,The Break-Up,Wanted,Year One,Six Days Seven Nights,Bridesmaids,You Kill Me,The Four Seasons,The Invention of Lying,Little Fockers,Ted 2,Duplicity,Larry Crowne,Grosse Pointe Blank,Whatever Works,Hope Springs,Step Brothers,Zookeeper,Death Race,Neighbors,It's Complicated,Revolutionary Road,Mallrats,Love Happens,How High"
"Days of Thunder,Should've Been Romeo,Jeff, Who Lives at Home,Gran Torino,Blue Like Jazz,Crimson Tide,Alfie,1982,The Adventures of Elmo in Grouchland,Flying By,All Is Lost,The Last Emperor,The Whole Ten Yards,Harry Potter and the Philosopher's Stone,Copying Beethoven,Imagine That,The Truman Show,The Brain That Wouldn't Die,Faster,Driven,Little Big Top,Wild Target,How to Fall in Love,Jerry Maguire,A Beautiful Mind"
"Cheaper by the Dozen 2,The Simpsons Movie,Marmaduke,Garfield,Batman,Batman,Welcome to Mooseport,Anastasia,Glee: The Concert Movie,Night at the Museum: Battle of the Smithsonian,Flicka,Garfield: A Tail of Two Kitties,The Full Monty,Love the Coopers,Doctor Dolittle,Devil's Due,We Bought a Zoo,Like Mike,Parental Guidance,The Book of Life,Joyful Noise,Aliens in the Attic,Bulworth,Black Knight,Transporter 2"
"Maze Runner: The Scorch Trials,The Maze Runner,Escape Plan,Maggie,The Count of Monte Cristo,Joyful Noise,Allegiant,Dawn of the Planet of the Apes,The Losers,Flight of the Phoenix,The Spirit,Batman v Superman: Dawn of Justice,Zombie Hunter,Abduction,Memento,Vampires,The Hunger Games: Mockingjay - Part 1,Teenage Mutant Ninja Turtles: Out of the Shadows,Knowing,The Frozen Ground,The Blood of Heroes,The Specials,Rise of the Planet of the Apes,The Man from U.N.C.L.E.,RED"
"Eat Pray Love,Stepmom,20 Dates,Open Road,New in Town,I Dreamed of Africa,The Opposite Sex,Lars and the Real Girl,To Write Love on Her Arms,Raising Helen,Goddess of Love,Blue Valentine,Under the Tuscan Sun,Living Out Loud,The Tree of Life,What a Girl Wants,Punch-Drunk Love,Captive,We Have Your Husband,Enough Said,The Theory of Everything,The Velocity of Gary,Life or Something Like It,Boys Don't Cry,Rent"
"The Family Man,Take Me Home Tonight,A Christmas Carol,All Is Lost,Should've Been Romeo,Me You and Five Bucks,Multiplicity,Jeff, Who Lives at Home,The Truman Show,High Fidelity,How to Fall in Love,Frat Party,Flying By,Jingle All the Way,Last Orders,Imagine That,Manito,At First Sight,1982,I Hope They Serve Beer in Hell,Blue Like Jazz,A Guy Thing,The Mudge Boy,Gran Torino,Copying Beethoven"
"RED,RED 2,Code of Honor,Bruce Almighty,Wild Target,How to Fall in Love,All Is Lost,Punisher: War Zone,Dungeons & Dragons: Wrath of the Dragon God,Memento,Sexy Beast,Timecop,The Big Hit,The Whole Ten Yards,Flying By,Grosse Pointe Blank,Pound of Flesh,Copying Beethoven,Hesher,3 Days to Kill,The Truman Show,Homefront,The Adventures of Elmo in Grouchland,Multiplicity,Me You and Five Bucks"
"Any Given Sunday,Ali,Synecdoche, New York,Creed,Illuminata,The Hunger Games,Mystery, Alaska,Casino Royale,Memoirs of an Invisible Man,The Good Heart,Spy Kids 3-D: Game Over,The New World,Home Run,Wreck-It Ralph,Grandma's Boy,Indie Game: The Movie,The World's Fastest Indian,Without Limits,Beetlejuice,Rollerball,The Fighter,12 Years a Slave,The Lost City,Cheap Thrills,New Nightmare"
"The Horse Whisperer,Horse Camp,The Last Song,Naturally Native,Drumline,September Dawn,Up Close & Personal,Flicka,Cradle Will Rock,Gosford Park,A Fine Step,Mommie Dearest,Flash of Genius,The Color of Money,Hannah Montana: The Movie,Hidalgo,The Heart of Me,The Inkwell,Madea's Family Reunion,Surf's Up,Seabiscuit,Dreamer: Inspired By a True Story,The Fountain,Rudderless,Just My Luck"
"Collateral,Patriot Games,City By The Sea,I Am Wrath,Lucky Number Slevin,Ninja Assassin,The Pledge,The Godfather,The Gunman,Double Jeopardy,Sexy Beast,Code of Honor,Assassins,Wild Target,Freeze Frame,Wanted,Faster,The Godfather: Part III,The Usual Suspects,The Firm,Deadfall,Frenzy,The Mechanic,The Whole Ten Yards,Jack Reacher"
"The Scorpion King,Alexander,A Sound of Thunder,The Mummy: Tomb of the Dragon Emperor,The Black Dahlia,Charlie and the Chocolate Factory,Dragonfly,Dragonball Evolution,The Shadow,Ironclad,The Adventures of Tintin,Sahara,16 Blocks,The Adventurer: The Curse of the Midas Box,Lucky You,Megiddo: The Omega Code 2,The League of Extraordinary Gentlemen,The Musketeer,World War Z,King Kong,Æon Flux,Girl, Interrupted,Alone in the Dark,The Huntsman: Winter's War,Zoolander"
"Ladder 49,The Whole Ten Yards,A Thousand Words,Crimson Tide,Last Orders,I Origins,The Last Emperor,All Is Lost,Should've Been Romeo,Faster,Grosse Pointe Blank,Commando,Firewall,The Village,Gran Torino,Coriolanus,Primary Colors,Multiplicity,The Truman Show,Imagine That,The Adventures of Elmo in Grouchland,The Game Plan,1982,Interview with the Assassin,Rockaway"
"Jack Reacher,Freeze Frame,I Am Wrath,The Life of David Gale,Nighthawks,Stoker,Red Riding: In the Year of Our Lord 1974,The Pledge,Narc,Swing Vote,Firewall,Patriot Games,You Kill Me,Dead Man Down,Hardball,The Core,Collateral,I Come with the Rain,Adam,Butterfly on a Wheel,Blood Ties,The Pink Panther,City By The Sea,Fifty Dead Men Walking,The Sum of All Fears"
"Deep Blue Sea,Red Planet,Training Day,The Legend of Tarzan,Catwoman,Shark Night,Bait,Lake Placid,Sherlock Holmes: A Game of Shadows,AVP: Alien vs. Predator,The Shallows,Sphere,I Am Legend,The Core,Jaws,Lucky You,Sanctum,Yes Man,Doom,Jupiter Ascending,Superman III,Speed Racer,San Andreas,Hollow Man,Mystic River"
"This Is It,Walk Hard: The Dewey Cox Story,Woodstock,One Direction: This Is Us,Mr. Holland's Opus,Scott Walker: 30 Century Man,Alvin and the Chipmunks: The Squeakquel,Fantasia 2000,The Muppets,La Bamba,Justin Bieber: Never Say Never,All That Jazz,DysFunktional Family,The Last Waltz,Hamlet 2,Across the Universe,Sparkle,The Rocker,Oliver!,Evita,1776,Fantasia,Katy Perry: Part of Me,42nd Street,High School Musical 3: Senior Year"
"Contagion,The Devil's Advocate,Runner Runner,Contact,Redacted,Promised Land,The Fountain,The Informant!,Training Day,Syriana,The Man Who Knew Too Little,The Devil's Double,Our Brand Is Crisis,Daybreakers,Memoirs of an Invisible Man,Premonition,Dawn of the Planet of the Apes,Blade Runner,Ararat,The Darkest Hour,Pushing Tin,Gone Girl,Under Siege 2: Dark Territory,Rush,Sugar Hill"
"Kangaroo Jack,Australia,Crocodile Dundee II,RockNRolla,Mickey Blue Eyes,Rabbit-Proof Fence,The Beast from 20,000 Fathoms,Did You Hear About the Morgans?,Midnight Run,Mad Money,Friends with Benefits,Home Alone 2: Lost in New York,Mutual Appreciation,Wild Wild West,Red Dog,Money Talks,Batman & Robin,Batman v Superman: Dawn of Justice,Cecil B. Demented,The Stewardesses,When Harry Met Sally...,A Haunted House,There's Always Woodstock,The Day After Tomorrow,A Mighty Wind"
"Coraline,Rise of the Guardians,The Croods,Girl, Interrupted,Superstar,In Dreams,Turbo,Minions,Goal!: The Dream Begins,The Nutcracker,Give Me Shelter,Cirque du Soleil: Worlds Away,Theresa Is a Mother,Foodfight!,The Smurfs 2,Robots,Enchanted,Quest for Camelot,Free Style,Happy Feet,The Master of Disguise,Ink,Doctor Dolittle,Beat the World,Fur: An Imaginary Portrait of Diane Arbus"
"The Happening,Victor Frankenstein,Night at the Museum: Battle of the Smithsonian,Death Sentence,Timecop,A Good Day to Die Hard,A Sound of Thunder,Blindness,Rise of the Planet of the Apes,FearDotCom,Don't Say a Word,Gulliver's Travels,Eragon,Margin Call,Choke,The Sentinel,Night at the Museum: Secret of the Tomb,Devil's Due,Die Hard: With a Vengeance,The Rundown,Pi,Mr. Popper's Penguins,Dragonball Evolution,Predator,Night at the Museum"
"Man on Fire,Runner Runner,Mr. & Mrs. Smith,K-19: The Widowmaker,Life or Something Like It,Joy Ride,Unfaithful,Don't Say a Word,Bandits,Mirrors,Sicario,The Revenant,Elektra,Love & Other Drugs,Taken,The Fountain,Broken City,The Girl Next Door,My Super Ex-Girlfriend,Salt,Jane Got a Gun,Donnie Brasco,The Sentinel,Date Movie,Sherlock Holmes: A Game of Shadows"
"The Shaggy Dog,Hachi: A Dog's Tale,Good Boy!,Wendy and Lucy,Snow Dogs,Red Dog,Marmaduke,Marley & Me,Benji,102 Dalmatians,My Dog Skip,Eight Below,The Dirties,Lilo & Stitch,My Dog Tulip,Cats & Dogs,Old Dogs,Harrison Montgomery,No Strings Attached,Cats & Dogs 2 : The Revenge of Kitty Galore,Jumping the Broom,Teacher's Pet,Frankenweenie,White Fang,Dolphin Tale 2"
"Starsky & Hutch,Zoolander 2,Jumping the Broom,Zoolander,Catwoman,Harrison Montgomery,Headhunters,Tropic Thunder,Virgin Territory,FearDotCom,Inherent Vice,Dom Hemingway,Machete Kills,Made in Dagenham,The Dirties,The Secret Life of Walter Mitty,Napoleon Dynamite,Severance,The Aviator,Mindhunters,The 51st State,Sugar Hill,The Wind That Shakes the Barley,Vera Drake,Batman Forever"
"Jingle All the Way,A Christmas Carol,Should've Been Romeo,Home Alone,All Is Lost,Paa,The Santa Clause,Blue Like Jazz,American Hero,The Mudge Boy,The Family Man,We Bought a Zoo,The Legend of Hercules,Home Alone 2: Lost in New York,1982,The Amazing Spider-Man,The Adventures of Elmo in Grouchland,20 Dates,The Santa Clause 2,Wild Target,Homefront,Scrooged,Stripes,The Beastmaster,Crocodile Dundee in Los Angeles"
"Hellboy,Hellboy II: The Golden Army,Fury,U-571,The Longest Day,Black Hawk Down,Dragonball Evolution,Captain America: Civil War,The Wolverine,X-Men: Days of Future Past,Around the World in 80 Days,Flyboys,Captain America: The First Avenger,Drive Angry,Batman v Superman: Dawn of Justice,Superman IV: The Quest for Peace,Superman II,Batman,Batman,X-Men: First Class,Bullet to the Head,The League of Extraordinary Gentlemen,Dawn of the Dead,Edge of Tomorrow,V for Vendetta"
"A Civil Action,The Judge,Imagine That,The Verdict,All Is Lost,My Cousin Vinny,The Truman Show,Pain & Gain,Crimson Tide,Stop-Loss,The Firm,The Adventures of Elmo in Grouchland,Disturbia,Should've Been Romeo,Ladder 49,The Godfather: Part III,A Dangerous Method,The Last Emperor,1982,I Origins,Tycoon,Grosse Pointe Blank,Alfie,Jeff, Who Lives at Home,Copying Beethoven"
"ParaNorman,The Boxtrolls,The Cookout,Flipper,Khumba,Thunder and the House of Magic,I Am Number Four,Jeff, Who Lives at Home,Mrs. Doubtfire,The Curse of the Were-Rabbit,King's Ransom,Blue Like Jazz,Wristcutters: A Love Story,Dear Frankie,Me You and Five Bucks,Alvin and the Chipmunks: The Road Chip,The Ant Bully,Forsaken,Ed and His Dead Mother,Town & Country,Nicholas Nickleby,Kung Fu Panda 2,Cloudy with a Chance of Meatballs 2,Rango,Hugo"
"The Jackal,Hostage,Mindhunters,Midnight Run,Mercury Rising,Anaconda,Smokin' Aces,Headhunters,Maximum Risk,Lara Croft Tomb Raider: The Cradle of Life,The Sweeney,The Fourth Kind,Blackthorn,Side Effects,The Scorpion King,Lara Croft: Tomb Raider,The Guard,Public Enemies,The Crying Game,Suspect Zero,The Proposition,Snatch,Eastern Promises,Big Mommas: Like Father, Like Son,Miss Congeniality 2: Armed and Fabulous"
"Paycheck,Sahara,The Imaginarium of Doctor Parnassus,A Sound of Thunder,Knowing,Extreme Ops,The Rundown,The Kite Runner,Sky Captain and the World of Tomorrow,The Skeleton Key,AVP: Alien vs. Predator,Butterfly on a Wheel,Unbreakable,Mindhunters,The Crow,Whiteout,The Spanish Prisoner,Containment,Training Day,The Core,Wanted,Eagle Eye,Godsend,Congo,Minority Report"
"Up Close & Personal,For Love of the Game,Beyond the Lights,Just Wright,Holy Man,Goal!: The Dream Begins,A Walk to Remember,The Horse Whisperer,Riding in Cars with Boys,The Matrix Reloaded,Dinner for Schmucks,Cinderella Man,Phenomenon,Moonlight Mile,Becoming Jane,She's the Man,Shopgirl,The Fault in Our Stars,Bandits,Winter's Tale,Down to You,Endless Love,Crazy/Beautiful,Zipper,The Scarlet Letter"
"The Tale of Despereaux,Khumba,Puss in Boots,Stuart Little 2,Kicks,Shrek the Third,Shrek Forever After,Arthur and the Invisibles,Nicholas Nickleby,The Other Side of Heaven,Jackass: The Movie,The Truman Show,The Adventures of Elmo in Grouchland,Rio,Apocalypto,American Sniper,Krull,Flipper,The Book of Life,Brave,Finding Nemo,Failure to Launch,The Amazing Spider-Man,To Save A Life,Flushed Away"
"The Tuxedo,Men in Black 3,The Peacemaker,The Helix... Loaded,Pitch Black,Little Black Book,Men in Black,Minority Report,The Island,Freaky Deaky,The Last Shot,Hitman,Charlie's Angels,Khiladi 786,The World's End,Face/Off,Meteor,The Woman in Black,Munich,Men in Black II,Source Code,Mr. & Mrs. Smith,They Live,Get Smart,Enemy of the State"
"Under Siege 2: Dark Territory,Nighthawks,The Darkest Hour,Unstoppable,Batman: The Dark Knight Returns, Part 2,Looney Tunes: Back in Action,Train,Machete Kills,Batman,Batman,The Core,Virtuosity,Darkness Falls,The Man Who Knew Too Little,The Train,Yes Man,I Come with the Rain,The Man with the Golden Gun,The First Great Train Robbery,London Has Fallen,Training Day,The Prince,The Matrix Reloaded,The House of Mirth,Whiteout"
"Jack Ryan: Shadow Recruit,Patriot Games,The Sum of All Fears,Clear and Present Danger,Face/Off,Casino Jack,The Hunt for Red October,Extreme Ops,A Good Day to Die Hard,A Sound of Thunder,Zero Dark Thirty,Nighthawks,Munich,Sahara,Shooter,The Pledge,Bad Company,Mission: Impossible,Ladder 49,Suspect Zero,Firewall,13 Hours: The Secret Soldiers of Benghazi,I Am Wrath,K-19: The Widowmaker,Whip It"
"Joy,Choke,Annie,The 33,Victor Frankenstein,Life or Something Like It,Seabiscuit,Just Wright,Monte Carlo,Bride Wars,Timecop,All About Steve,Evita,Eulogy,Percy Jackson: Sea of Monsters,Ghostbusters,Envy,Casino Jack,Miracles from Heaven,The Fault in Our Stars,To Write Love on Her Arms,The Big Short,Moonlight Mile,Bad Moms,Flash of Genius"
"London Has Fallen,Headhunters,Harrison Montgomery,Sin City: A Dame to Kill For,Machete Kills,Severance,Stolen,My Week with Marilyn,Drive,Survivor,London to Brighton,The Calling,Southland Tales,Made in Dagenham,The Wind That Shakes the Barley,End of Watch,London,Cecil B. Demented,Eastern Promises,Crank,Romeo Is Bleeding,Imagine Me & You,Jindabyne,Vera Drake,Killer Elite"
"Alien: Resurrection,Alien,Aliens,AVP: Alien vs. Predator,Aliens vs Predator: Requiem,The Day After Tomorrow,Independence Daysaster,Aliens in the Attic,Independence Day,Titan A.E.,Meet Dave,Conquest of the Planet of the Apes,Prometheus,District 9,Fantastic 4: Rise of the Silver Surfer,Impostor,The Day the Earth Stood Still,U.F.O.,Victor Frankenstein,My Stepmother is an Alien,Home,Alien³,Fantastic Four,Species,Predator 2"
"Shooter,The Score,Extreme Ops,I Am Wrath,The Pledge,Sherlock Holmes: A Game of Shadows,Congo,Suspect Zero,Double Jeopardy,Wicked Blood,Zodiac,Bandits,Action Jackson,Amidst the Devil's Wings,The Village,Watchmen,Nighthawks,The Pink Panther,Psycho,Sahara,Jack Ryan: Shadow Recruit,Eagle Eye,Along Came a Spider,K-19: The Widowmaker,Sherlock Holmes"
"The Boxtrolls,Teen Wolf Too,Khumba,Arthur and the Invisibles,Nicholas Nickleby,The Master of Disguise,Toy Story 2,The Ant Bully,Foodfight!,Ri¢hie Ri¢h,The Santa Clause 2,Dudley Do-Right,The Croods,A Bug's Life,Delgo,The Adventurer: The Curse of the Midas Box,Bedtime Stories,Home Alone,Dwegons,The Deported,Jimmy Neutron: Boy Genius,Mambo Italiano,The Book of Life,Over the Hedge,DysFunktional Family"
"Practical Magic,The Sorcerer's Apprentice,A Simple Wish,Harry Potter and the Chamber of Secrets,Stardust,The Huntsman: Winter's War,Thunder and the House of Magic,Night at the Museum: Secret of the Tomb,The Smurfs,Winter's Tale,Goosebumps,Harry Potter and the Prisoner of Azkaban,Into the Woods,Dark Shadows,Sherlock Holmes: A Game of Shadows,The NeverEnding Story,The Craft,Simply Irresistible,The Brothers Grimm,Hotel Transylvania,Shopgirl,Oz: The Great and Powerful,The Haunted Mansion,Aladdin,Last Action Hero"
"The Lego Movie,Osmosis Jones,Looney Tunes: Back in Action,The Smurfs,Curious George,Batman: The Dark Knight Returns, Part 2,Sausage Party,The Iron Giant,Barnyard,Legend of the Guardians: The Owls of Ga'Hoole,Minions,Despicable Me 2,Evan Almighty,Corpse Bride,A Bug's Life,Surf's Up,The SpongeBob Movie: Sponge Out of Water,The Curse of the Were-Rabbit,Flushed Away,Yogi Bear,Goosebumps,Rio,Sherlock Holmes: A Game of Shadows,Monster House,Valiant"
"Miss Congeniality 2: Armed and Fabulous,Miss Congeniality,Khiladi 786,No Reservations,Mercury Rising,The Last Shot,Machete Kills,Ghost Ship,The Sentinel,Big Mommas: Like Father, Like Son,The Guard,The Heat,An Alan Smithee Film: Burn, Hollywood, Burn,Ghostbusters,The Helix... Loaded,Charlie's Angels: Full Throttle,Envy,Central Intelligence,The Legend of Tarzan,The Man from U.N.C.L.E.,Ballistic: Ecks vs. Sever,The Three Musketeers,The X Files: I Want to Believe,Catwoman,Now You See Me 2"
"Reign of Fire,George and the Dragon,Dungeons & Dragons: Wrath of the Dragon God,How to Train Your Dragon,Eragon,How to Train Your Dragon 2,Hesher,Dragonslayer,Three Kingdoms: Resurrection of the Dragon,The Count of Monte Cristo,Timecop,Percy Jackson: Sea of Monsters,The Mummy: Tomb of the Dragon Emperor,Ironclad,The Scorpion King,Pete's Dragon,The Hobbit: The Desolation of Smaug,Night at the Museum: Battle of the Smithsonian,We Bought a Zoo,Apocalypto,Coriolanus,Bruce Almighty,RED,The Twilight Saga: New Moon,The Rundown"
"Gangster Squad,Gran Torino,City By The Sea,The Judge,Sherlock Holmes: A Game of Shadows,American Sniper,Pain & Gain,Sexy Beast,Small Apartments,Faster,Ladder 49,Get Carter,The Village,Training Day,Lethal Weapon 4,The Equalizer,The Town,Imagine That,All Is Lost,Chappie,The Whole Ten Yards,Flight,Grosse Pointe Blank,The Truman Show,Fool's Gold"
"Year One,Bad Grandpa,The Invention of Lying,Hope Springs,Sausage Party,Ghostbusters,Goosebumps,The 5th Wave,Æon Flux,Memoirs of a Geisha,30 Minutes or Less,Couples Retreat,Sherlock Holmes: A Game of Shadows,Imagine That,You Again,Casino Jack,Sahara,This Is the End,Stuart Little 2,The Scorpion King,Sky High,Bandits,Grosse Pointe Blank,Stealth,Hidalgo"
"Invictus,Million Dollar Baby,Dragonfly,My All American,Hesher,White House Down,Mandela: Long Walk to Freedom,W.,Bruce Almighty,Whip It,Wanted,Resurrecting the Champ,Flash of Genius,J. Edgar,The Butler,House of D,The Fan,Lucky You,Without Limits,My Fellow Americans,Gran Torino,American Sniper,Nixon,Sahara,Son of God"
"State of Play,Wild Target,Faster,Scarface,Interview with the Assassin,Frost/Nixon,We Are Your Friends,Breakdown,The Interpreter,Crank,All the King's Men,Ninja Assassin,Rockaway,Killers,Memento,Copying Beethoven,Absolute Power,Taken 3,The Gunman,The Whole Ten Yards,Wanted,The Midnight Meat Train,Romeo Is Bleeding,Sinister,Secret Window"
"Duplicity,The Spy Next Door,Harriet the Spy,Bridesmaids,Spy Game,Restless,Glitter,It's Complicated,Big Momma's House 2,Couples Retreat,Spy Kids: All the Time in the World,The Break-Up,Larry Crowne,The Bone Collector,Wanted,Hanging Up,Hardball,Casino Jack,Get Smart,Johnny English,The Invention of Lying,Austin Powers in Goldmember,Bandits,The Lady from Shanghai,The Holiday"
